0.0;0.0;5.121098619197601e-33;1.0408581388332796e-35
1.6666666666666667;0.0;8.478702616387924e-33;2.6006188987663837e-35
3.3333333333333335;0.0;7.470611709293102e-33;2.2799194420752827e-35
5.0;0.0;1.003666288495453e-32;2.2799194420752833e-35
6.666666666666667;0.0;1.1302747654384989e-32;2.600618898766383e-35
8.333333333333334;0.0;9.314069297052717e-33;2.0817162776665592e-35
10.0;0.0;6.481912339853227e-33;2.6006188987663837e-35
11.666666666666668;0.0;3.585125970616859e-33;2.2799194420752833e-35
13.333333333333334;0.0;3.65760540895022e-33;2.2799194420752833e-35
15.0;0.0;9.827441095128433e-33;2.6006188987663837e-35
16.666666666666668;0.0;1.5860167930936414e-32;2.0817162776665592e-35
18.333333333333336;0.0;1.4648276409660196e-32;2.600618898766383e-35
20.0;0.0;1.0109142323287889e-32;2.2799194420752833e-35
21.666666666666668;0.0;7.39813227095974e-33;2.2799194420752827e-35
23.333333333333336;0.0;5.133173861112719e-33;2.6006188987663837e-35
25.0;0.0;1.848049302255754e-33;1.0408581388332796e-35
